customer_id,name,gender,senior_citizen,age,partner,dependents,tenure_months,contract_type,monthly_charges,total_charges,payment_method,internet_service,phone_service,streaming_tv,streaming_movies,online_security,online_backup,device_protection,tech_support,paperless_billing,churn
CUST-00450,James King,Male,0,37,No,No,61,Two year,90.42,5471.96,Mailed check,Fiber optic,Yes,No,Yes,Yes,No,No,No,Yes,No
CUST-00451,Karen Wright,Female,0,28,Yes,No,7,Month-to-month,93.78,673.64,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes
CUST-00452,Thomas Thompson,Female,0,32,No,Yes,1,Month-to-month,27.99,30.54,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00453,Robert Clark,Female,0,23,Yes,Yes,21,Two year,82.66,1743.5,Mailed check,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No
CUST-00454,Thomas Davis,Female,0,36,Yes,No,17,One year,95.7,1582.99,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No
CUST-00455,Anthony Perez,Female,0,53,No,No,9,Month-to-month,68.06,591.98,Credit card,DSL,Yes,No,No,No,Yes,No,No,No,Yes
CUST-00456,Margaret Lopez,Female,0,61,No,No,3,Month-to-month,30.14,95.57,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00457,Daniel Martinez,Female,0,63,Yes,Yes,12,Two year,63.44,797.65,Bank transfer,DSL,Yes,No,No,No,No,No,Yes,No,Yes
CUST-00458,Richard Garcia,Male,0,31,Yes,No,47,Two year,89.9,4259.67,Electronic check,Fiber optic,No,Yes,No,Yes,No,No,No,Yes,No
CUST-00459,Lisa Lee,Male,0,36,No,No,6,Month-to-month,28.48,200.24,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00460,Barbara Williams,Male,0,22,Yes,Yes,59,Two year,78.12,4611.75,Credit card,DSL,Yes,No,No,Yes,No,No,Yes,No,No
CUST-00461,Jennifer Torres,Male,1,76,No,No,1,Month-to-month,86.42,129.29,Mailed check,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
CUST-00462,Nancy Flores,Female,1,74,No,No,41,Two year,100.54,4083.28,Credit card,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Yes,No
CUST-00463,Sandra Jones,Male,0,30,No,No,12,Two year,79.65,984.98,Mailed check,Fiber optic,Yes,No,No,No,No,No,No,No,Yes
CUST-00464,Ashley Anderson,Female,0,40,Yes,No,5,Month-to-month,30.52,192.41,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-00465,Kimberly Ramirez,Male,0,55,No,No,11,Month-to-month,34.33,343.31,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00466,David Jones,Male,0,32,Yes,No,6,Month-to-month,98.77,585.31,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes
CUST-00467,Paul Perez,Female,0,20,Yes,No,11,Month-to-month,99.91,1121.67,Bank transfer,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No
CUST-00468,Robert Davis,Female,0,48,No,No,10,Month-to-month,32.63,328.0,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
CUST-00469,Andrew Sanchez,Male,0,23,No,No,16,One year,108.22,1779.49,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes
CUST-00470,Elizabeth Rodriguez,Male,0,25,Yes,No,41,One year,90.41,3691.77,Credit card,Fiber optic,Yes,Yes,No,No,Yes,No,No,No,No
CUST-00471,Charles Davis,Male,0,23,Yes,No,58,Two year,79.44,4558.66,Credit card,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes
CUST-00472,David Jones,Female,0,28,Yes,No,3,Month-to-month,109.45,349.92,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
CUST-00473,Margaret Johnson,Male,1,68,Yes,Yes,43,Two year,64.53,2762.63,Credit card,DSL,Yes,Yes,No,No,No,No,No,Yes,No
CUST-00474,Joseph Hill,Female,0,53,No,No,59,Two year,80.68,4764.66,Electronic check,Fiber optic,Yes,No,No,No,No,No,No,No,No
CUST-00475,Charles Taylor,Female,0,55,Yes,Yes,2,Month-to-month,107.53,261.91,Bank transfer,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
CUST-00476,Thomas Martin,Female,0,21,Yes,No,30,Two year,109.93,3333.41,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,No,No
CUST-00477,Daniel Robinson,Female,0,44,Yes,No,6,Month-to-month,117.17,711.66,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No
CUST-00478,Ashley White,Female,0,42,No,No,55,Two year,71.68,3987.43,Bank transfer,Fiber optic,Yes,No,No,No,No,No,No,No,Yes
CUST-00479,Anthony Thompson,Female,0,22,No,Yes,22,One year,95.03,2079.76,Electronic check,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes
CUST-00480,Lisa Hernandez,Male,0,36,No,Yes,12,Two year,80.73,959.11,Electronic check,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,No
CUST-00481,Donald Perez,Male,1,82,Yes,Yes,9,Month-to-month,35.83,366.2,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00482,Karen Jones,Male,0,54,Yes,Yes,40,One year,109.42,4405.19,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
CUST-00483,Susan Nguyen,Female,0,29,Yes,No,9,Month-to-month,98.31,835.49,Electronic check,Fiber optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes
CUST-00484,Paul Ramirez,Male,0,29,No,No,8,Month-to-month,77.32,575.46,Electronic check,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No
CUST-00485,Paul Young,Male,1,78,No,No,8,Month-to-month,103.26,831.82,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes
CUST-00486,James Miller,Male,0,37,Yes,No,25,One year,105.67,2674.41,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,No,No
CUST-00487,Michelle Robinson,Female,0,31,Yes,No,13,Two year,83.81,1088.43,Credit card,Fiber optic,Yes,No,Yes,No,No,No,No,No,Yes
CUST-00488,Betty Clark,Male,0,56,Yes,No,33,One year,92.71,3100.29,Credit card,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No
CUST-00489,Kimberly Lewis,Male,0,42,Yes,Yes,10,Month-to-month,81.54,826.13,Credit card,Fiber optic,No,Yes,Yes,No,No,Yes,No,Yes,Yes
CUST-00490,Joseph Smith,Male,0,22,Yes,No,6,Month-to-month,63.7,423.87,Credit card,DSL,No,Yes,No,No,No,No,No,Yes,No
CUST-00491,Linda Young,Male,0,27,Yes,No,21,One year,95.24,1961.78,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,No,No
CUST-00492,Margaret Scott,Male,1,75,Yes,No,37,One year,93.73,3489.67,Electronic check,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
CUST-00493,Donna Robinson,Male,0,27,Yes,No,60,Two year,103.07,6169.07,Credit card,Fiber optic,Yes,No,Yes,No,No,Yes,No,No,No
CUST-00494,Paul Jackson,Female,0,34,No,Yes,7,One year,79.09,571.21,Bank transfer,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
CUST-00495,Michelle Lewis,Male,0,29,Yes,Yes,5,Month-to-month,97.52,495.43,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes
CUST-00496,Thomas Rodriguez,Male,0,38,Yes,Yes,4,Month-to-month,64.74,249.05,Electronic check,DSL,Yes,Yes,Yes,No,No,No,No,No,No
CUST-00497,Elizabeth Walker,Male,0,64,No,No,31,One year,79.07,2445.86,Mailed check,DSL,Yes,No,No,Yes,No,Yes,No,Yes,No
CUST-00498,Barbara Johnson,Male,0,63,No,No,3,Month-to-month,26.64,30.56,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00499,Emily Flores,Female,0,64,No,No,2,Month-to-month,102.37,166.34,Credit card,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes
CUST-00500,John Wilson,Male,0,23,No,No,10,Month-to-month,93.67,964.49,Mailed check,Fiber optic,Yes,Yes,No,No,No,Yes,No,No,No
CUST-00501,Linda Rodriguez,Male,0,43,Yes,No,35,Two year,98.57,3462.08,Mailed check,Fiber optic,Yes,Yes,No,Yes,No,No,No,No,No
CUST-00502,Paul Smith,Male,0,26,Yes,No,45,Two year,32.32,1414.63,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00503,John Thompson,Female,1,73,No,No,23,One year,96.78,2260.32,Credit card,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,No,No
CUST-00504,Joseph Thompson,Male,0,53,Yes,No,11,Month-to-month,90.94,1002.39,Credit card,Fiber optic,No,No,Yes,Yes,No,Yes,No,Yes,Yes
CUST-00505,Christopher Williams,Female,0,46,Yes,No,7,One year,95.15,685.89,Bank transfer,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
CUST-00506,Kimberly Williams,Female,0,50,Yes,No,13,One year,26.05,316.58,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00507,Mary Sanchez,Female,0,42,Yes,No,27,Two year,66.15,1782.5,Bank transfer,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No
CUST-00508,Michelle Hill,Male,0,19,Yes,No,32,Two year,100.76,3241.12,Bank transfer,Fiber optic,Yes,No,Yes,No,No,Yes,No,No,No
CUST-00509,Betty Clark,Male,0,42,No,No,8,Month-to-month,110.3,837.91,Credit card,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes
CUST-00510,Daniel Wilson,Female,0,31,No,No,3,Month-to-month,78.52,241.87,Mailed check,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No
CUST-00511,Christopher Lewis,Male,0,32,Yes,No,17,One year,98.96,1720.04,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes
CUST-00512,William Jones,Male,1,72,No,Yes,10,Month-to-month,87.15,918.12,Bank transfer,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes
CUST-00513,Donna Flores,Male,0,48,No,No,16,One year,28.27,461.36,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00514,Donna Garcia,Male,1,77,Yes,No,5,Month-to-month,71.19,330.98,Electronic check,DSL,Yes,No,Yes,No,No,No,Yes,No,No
CUST-00515,Charles Davis,Female,0,61,Yes,No,4,Month-to-month,26.29,112.54,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00516,Christopher Johnson,Male,0,23,Yes,No,26,One year,67.63,1768.16,Mailed check,DSL,No,No,No,No,Yes,No,Yes,No,No
CUST-00517,Barbara Clark,Female,0,50,No,No,2,Month-to-month,80.56,166.79,Bank transfer,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes
CUST-00518,Margaret Clark,Female,1,65,No,Yes,22,One year,99.33,2188.06,Bank transfer,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
CUST-00519,Michelle Garcia,Female,1,79,Yes,No,11,Month-to-month,75.49,833.19,Credit card,DSL,Yes,No,Yes,No,No,No,Yes,No,No
CUST-00520,Jessica Rodriguez,Male,0,29,No,No,4,Month-to-month,100.21,373.31,Electronic check,Fiber optic,Yes,Yes,No,No,No,Yes,No,No,Yes
CUST-00521,David Nguyen,Male,0,49,No,Yes,11,Month-to-month,68.66,755.04,Credit card,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes
CUST-00522,Emily Johnson,Female,0,20,Yes,No,30,Two year,79.15,2398.57,Credit card,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,No
CUST-00523,Joshua Flores,Male,0,61,No,No,28,Two year,66.05,1813.49,Mailed check,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes
CUST-00524,Mary Jackson,Female,0,41,Yes,Yes,1,Month-to-month,75.93,75.93,Bank transfer,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes
CUST-00525,Richard Garcia,Male,0,53,No,No,59,Two year,116.09,6879.78,Electronic check,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No
CUST-00526,James Hernandez,Male,0,52,No,Yes,9,Month-to-month,95.37,888.68,Bank transfer,Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,No
CUST-00527,Elizabeth Clark,Female,0,60,No,No,19,Two year,85.31,1600.08,Bank transfer,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,No
CUST-00528,Emily Williams,Female,0,63,No,No,10,Month-to-month,88.57,887.39,Bank transfer,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,No
CUST-00529,Sarah Rodriguez,Female,0,35,No,Yes,10,Month-to-month,117.79,1196.93,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
CUST-00530,Mary Johnson,Male,0,55,Yes,No,33,One year,25.08,817.6,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00531,Sandra Allen,Female,0,60,No,No,5,Month-to-month,36.91,157.0,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00532,Christopher Hill,Female,0,37,Yes,Yes,1,Month-to-month,27.77,41.71,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-00533,Daniel Thompson,Female,0,57,Yes,Yes,5,Month-to-month,83.88,375.2,Electronic check,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
CUST-00534,Christopher White,Male,0,33,Yes,No,11,Month-to-month,58.5,658.14,Electronic check,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes
CUST-00535,Joseph Martinez,Female,0,58,No,Yes,58,Two year,71.06,4142.73,Mailed check,DSL,Yes,Yes,Yes,No,No,No,No,No,No
CUST-00536,Margaret Harris,Female,0,19,No,No,10,Month-to-month,100.44,1013.88,Credit card,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
CUST-00537,Patricia Brown,Male,0,63,No,No,7,One year,121.02,800.69,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
CUST-00538,Donald Clark,Male,0,27,No,Yes,32,Two year,78.8,2473.15,Mailed check,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes
CUST-00539,Patricia Anderson,Female,0,47,Yes,No,6,Month-to-month,35.64,247.89,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
CUST-00540,Robert Young,Male,0,50,Yes,No,47,One year,30.09,1397.72,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00541,Karen Wilson,Female,1,72,Yes,No,4,Month-to-month,113.0,452.92,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
CUST-00542,Michael Brown,Male,0,60,Yes,No,41,Two year,97.15,4005.75,Mailed check,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No
CUST-00543,Anthony Flores,Female,0,62,No,No,32,One year,84.3,2716.63,Credit card,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes,No
CUST-00544,Joshua Allen,Female,0,48,Yes,No,25,One year,26.05,658.48,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00545,Patricia Thomas,Male,0,63,Yes,No,18,Two year,95.86,1741.06,Mailed check,Fiber optic,Yes,No,Yes,No,No,Yes,No,No,No
CUST-00546,Christopher Perez,Female,0,51,Yes,No,39,One year,123.2,4783.26,Credit card,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
CUST-00547,Michael Nguyen,Male,0,58,Yes,Yes,5,Month-to-month,33.14,160.74,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-00548,Donna Smith,Male,0,33,Yes,Yes,3,Month-to-month,85.4,274.33,Electronic check,Fiber optic,No,Yes,No,No,No,Yes,No,No,Yes
CUST-00549,Joshua Johnson,Female,0,18,No,Yes,19,One year,35.14,665.27,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00550,Thomas Lopez,Male,0,38,Yes,No,1,Month-to-month,104.58,104.95,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes
CUST-00551,Kimberly Scott,Female,0,26,No,Yes,34,One year,103.9,3494.48,Bank transfer,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No
CUST-00552,Lisa Davis,Male,1,72,No,Yes,47,One year,31.32,1470.91,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00553,Robert Thompson,Male,0,42,No,No,3,Month-to-month,99.59,319.51,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,No
CUST-00554,Margaret Moore,Female,0,46,Yes,Yes,6,Month-to-month,64.95,363.25,Mailed check,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes
CUST-00555,William Gonzalez,Female,1,80,No,Yes,35,Two year,25.37,868.61,Credit card,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00556,Richard Martinez,Male,0,54,No,No,18,Two year,99.49,1754.25,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,No,No
CUST-00557,Jennifer Jackson,Male,0,20,No,No,8,Month-to-month,38.38,306.94,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
CUST-00558,Emily Davis,Male,0,43,No,No,5,Month-to-month,77.94,352.0,Bank transfer,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No
CUST-00559,Linda Garcia,Male,0,19,No,No,30,One year,31.26,968.53,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00560,Joshua Wright,Male,0,34,Yes,Yes,5,Month-to-month,107.66,565.5,Mailed check,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,No,No
CUST-00561,Donald Smith,Female,0,62,No,No,41,One year,98.98,4090.51,Credit card,Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No
CUST-00562,Karen Wright,Male,0,42,Yes,Yes,33,Two year,79.73,2642.52,Electronic check,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes
CUST-00563,Andrew Allen,Male,0,53,Yes,No,7,Month-to-month,82.5,607.99,Mailed check,Fiber optic,Yes,No,No,No,No,No,No,Yes,No
CUST-00564,Jessica Nguyen,Male,0,63,No,Yes,2,Month-to-month,75.91,174.35,Mailed check,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
CUST-00565,Anthony Davis,Male,0,37,No,No,7,Month-to-month,34.4,219.08,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00566,James Walker,Male,0,28,Yes,No,68,Two year,103.01,7033.69,Credit card,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
CUST-00567,Robert Anderson,Female,0,54,Yes,No,13,One year,28.76,410.1,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00568,Mark Nguyen,Male,0,50,Yes,Yes,6,One year,32.26,186.94,Credit card,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00569,Emily Scott,Male,1,84,Yes,No,9,Month-to-month,90.23,828.12,Bank transfer,DSL,Yes,Yes,Yes,No,No,Yes,No,No,No
CUST-00570,Sarah Davis,Male,1,83,Yes,No,42,Two year,68.56,2894.87,Electronic check,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No
CUST-00571,Charles Hill,Male,0,60,Yes,No,13,Two year,82.89,1105.12,Mailed check,Fiber optic,No,No,No,Yes,No,No,Yes,Yes,No
CUST-00572,Mark Taylor,Female,0,29,Yes,Yes,52,Two year,33.35,1737.48,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00573,Linda Rodriguez,Male,1,83,Yes,No,9,Month-to-month,107.33,972.86,Mailed check,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,No,No
CUST-00574,Sarah Harris,Male,0,48,No,No,35,Two year,92.15,3232.6,Credit card,Fiber optic,Yes,Yes,Yes,No,No,No,No,No,Yes
CUST-00575,Linda Allen,Male,0,46,Yes,No,9,Month-to-month,71.62,689.49,Bank transfer,DSL,Yes,Yes,No,No,No,No,No,Yes,No
CUST-00576,Robert White,Male,0,26,No,Yes,7,One year,90.81,592.04,Credit card,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,No
CUST-00577,Matthew Harris,Female,0,25,No,No,47,One year,83.18,3941.09,Bank transfer,Fiber optic,No,Yes,No,No,Yes,No,No,No,Yes
CUST-00578,Michelle Smith,Male,0,33,Yes,No,7,Month-to-month,99.79,651.55,Credit card,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes
CUST-00579,Anthony Jones,Female,0,27,No,No,29,Two year,81.02,2386.91,Credit card,DSL,Yes,Yes,No,Yes,No,No,No,No,No
CUST-00580,Kimberly Lopez,Female,0,45,No,Yes,1,Month-to-month,81.41,87.54,Bank transfer,Fiber optic,Yes,No,Yes,No,No,No,No,Yes,No
CUST-00581,Donald Thompson,Female,0,48,Yes,No,10,Month-to-month,95.23,1002.15,Mailed check,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes,No
CUST-00582,Barbara Brown,Female,0,23,No,No,4,Month-to-month,30.42,110.73,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00583,Anthony Thomas,Female,0,62,No,No,13,Two year,100.99,1352.92,Bank transfer,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No
CUST-00584,Linda Hill,Female,0,61,No,No,7,Month-to-month,113.36,790.02,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
CUST-00585,Lisa Hernandez,Female,0,29,No,No,10,Month-to-month,100.75,967.68,Credit card,Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes
CUST-00586,Linda Brown,Female,1,73,No,No,4,Month-to-month,91.48,411.65,Mailed check,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,Yes
CUST-00587,Linda Davis,Female,0,38,Yes,No,33,One year,95.86,3137.8,Credit card,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
CUST-00588,Susan Smith,Male,0,49,No,Yes,38,Two year,74.04,2839.76,Bank transfer,DSL,Yes,No,Yes,No,No,Yes,No,No,No
CUST-00589,Susan Rodriguez,Male,0,43,Yes,Yes,7,One year,28.92,252.0,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00590,Steven Williams,Male,0,27,Yes,No,3,Month-to-month,76.79,226.75,Credit card,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No
CUST-00591,Ashley Hill,Male,0,32,Yes,Yes,1,Month-to-month,133.3,133.3,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
CUST-00592,Donna Young,Female,1,69,No,No,25,One year,112.98,2836.25,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No
CUST-00593,Michael Torres,Male,0,49,No,No,40,Two year,18.15,714.34,Mailed check,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00594,Charles Ramirez,Male,0,18,No,No,48,Two year,69.25,3314.46,Electronic check,DSL,No,No,Yes,Yes,No,No,No,Yes,No
CUST-00595,David Scott,Female,0,60,Yes,Yes,7,Month-to-month,114.05,819.86,Credit card,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No
CUST-00596,William Perez,Male,0,19,No,No,12,Two year,38.19,505.14,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00597,Susan Jones,Male,0,55,No,No,20,One year,33.57,673.08,Bank transfer,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00598,Michelle Rodriguez,Male,0,45,Yes,No,60,Two year,83.93,5038.87,Electronic check,Fiber optic,Yes,No,No,No,No,No,No,Yes,No
CUST-00599,David Torres,Male,0,42,Yes,No,45,Two year,95.57,4292.53,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,No
CUST-00600,David Torres,Female,0,21,Yes,No,1,Month-to-month,88.35,88.35,Mailed check,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,No
CUST-00601,Thomas Gonzalez,Female,0,21,Yes,No,15,One year,62.43,954.26,Mailed check,DSL,Yes,No,No,Yes,No,No,No,No,No
CUST-00602,Lisa Martin,Male,0,31,Yes,No,11,Month-to-month,34.19,412.84,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
CUST-00603,Michael Young,Male,0,39,Yes,No,21,One year,107.44,2237.76,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,No,No
CUST-00604,Andrew Smith,Male,1,84,No,Yes,7,Month-to-month,37.93,306.14,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00605,John Miller,Female,0,33,Yes,Yes,8,Month-to-month,86.9,671.73,Bank transfer,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
CUST-00606,Donald Davis,Female,0,55,No,No,40,One year,26.08,1064.06,Electronic check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST-00607,Emily Hill,Female,0,45,No,No,37,Two year,70.14,2556.91,Mailed check,DSL,Yes,No,Yes,No,No,Yes,No,No,No
CUST-00608,Christopher Gonzalez,Female,0,25,No,Yes,6,Month-to-month,119.52,675.09,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
CUST-00609,Donna Brown,Male,0,59,Yes,No,6,Month-to-month,94.65,577.08,Mailed check,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No
CUST-00610,Sandra Johnson,Female,0,48,Yes,No,7,Month-to-month,80.66,519.67,Mailed check,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
CUST-00611,Paul Anderson,Male,0,40,No,No,29,One year,102.06,2922.4,Credit card,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
CUST-00612,Richard Wright,Male,1,70,No,No,8,Month-to-month,75.2,636.6,Credit card,Fiber optic,No,No,No,No,Yes,No,No,Yes,No
CUST-00613,Margaret Scott,Female,0,52,Yes,No,42,Two year,38.13,1552.54,Mailed check,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
CUST-00614,David Hill,Male,0,62,No,Yes,11,Month-to-month,122.82,1361.78,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
